Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,ARIMA_Order,MAPE
USA,1978,Historical,-8478.0,,,179.0,8657.0,"(2,1,0)",
USA,1979,Historical,-8408.0,,,224.0,8632.0,"(2,1,0)",
USA,1980,Historical,-6778.0,,,217.0,6995.0,"(2,1,0)",
USA,1981,Historical,-5825.0,,,286.0,6111.0,"(2,1,0)",
USA,1982,Historical,-4761.0,,,531.0,5292.0,"(2,1,0)",
USA,1983,Historical,-4733.0,,,499.0,5232.0,"(2,1,0)",
USA,1984,Historical,-5129.0,,,488.0,5617.0,"(2,1,0)",
USA,1985,Historical,-4754.0,,,516.0,5270.0,"(2,1,0)",
USA,1986,Historical,-5834.0,,,600.0,6434.0,"(2,1,0)",
USA,1987,Historical,-6293.0,,,592.0,6885.0,"(2,1,0)",
USA,1988,Historical,-6932.0,,,622.0,7554.0,"(2,1,0)",
USA,1989,Historical,-7495.0,,,691.0,8186.0,"(2,1,0)",
USA,1990,Historical,-7479.0,,,732.0,8211.0,"(2,1,0)",
USA,1991,Historical,-6995.0,,,854.0,7849.0,"(2,1,0)",
USA,1992,Historical,-7423.0,,,812.0,8235.0,"(2,1,0)",
USA,1993,Historical,-8131.0,,,864.0,8995.0,"(2,1,0)",
USA,1994,Historical,-8589.0,,,796.0,9385.0,"(2,1,0)",
USA,1995,Historical,-8414.0,,,783.0,9197.0,"(2,1,0)",
USA,1996,Historical,-9083.0,,,812.0,9895.0,"(2,1,0)",
USA,1997,Historical,-9811.0,,,844.0,10655.0,"(2,1,0)",
USA,1998,Historical,-10423.0,,,754.0,11177.0,"(2,1,0)",
USA,1999,Historical,-10586.0,,,747.0,11333.0,"(2,1,0)",
USA,2000,Historical,-11094.0,,,889.0,11983.0,"(2,1,0)",
USA,2001,Historical,-11552.0,,,893.0,12445.0,"(2,1,0)",
USA,2002,Historical,-11210.0,,,901.0,12111.0,"(2,1,0)",
USA,2003,Historical,-11945.0,,,954.0,12899.0,"(2,1,0)",
USA,2004,Historical,-12821.0,,,976.0,13797.0,"(2,1,0)",
USA,2005,Historical,-13292.0,,,1059.0,14351.0,"(2,1,0)",
USA,2006,Historical,-13174.0,,,1185.0,14359.0,"(2,1,0)",
USA,2007,Historical,-12793.0,,,1304.0,14097.0,"(2,1,0)",
USA,2008,Historical,-11857.0,,,1694.0,13551.0,"(2,1,0)",
USA,2009,Historical,-10467.0,,,1825.0,12292.0,"(2,1,0)",
USA,2010,Historical,-10276.0,,,2114.0,12390.0,"(2,1,0)",
USA,2011,Historical,-9270.0,,,2592.0,11862.0,"(2,1,0)",
USA,2012,Historical,-7966.0,,,2711.0,10677.0,"(2,1,0)",
USA,2013,Historical,-7151.0,,,2799.0,9950.0,"(2,1,0)",
USA,2014,Historical,-5968.0,,,3385.0,9353.0,"(2,1,0)",
USA,2015,Historical,-5817.0,,,3723.0,9540.0,"(2,1,0)",
USA,2016,Historical,-5981.0,,,4117.0,10098.0,"(2,1,0)",
USA,2017,Historical,-5559.15,,,4657.25,10216.4,"(2,1,0)",
USA,2018,Historical,-5066.83,,,4975.87,10042.7,"(2,1,0)",
USA,2019,Historical,-4209.54,,,5022.86,9232.4,"(2,1,0)",
USA,2020,Historical,-3209.48,,,4782.32,7991.8,"(2,1,0)",
USA,2021,Historical,-3550.77,,,4991.73,8542.5,"(2,1,0)",
USA,2022,Historical,-2941.47,,,5423.93,8365.4,"(2,1,0)",
USA,2023,Historical,-3003.48,,,5592.32,8595.8,"(2,1,0)",
USA,2024,Historical,-2542.99,,,5840.91,8383.9,"(2,1,0)",
USA,2024,Forecast,-8298.5,,,0.0,8298.5,,
USA,2025,Forecast,-2226.86,-4120.92,-332.9,6037.14,8264.0,"(2,1,0)",12.55
USA,2026,Forecast,-2069.3,-4971.63,832.92,6180.8,8250.1,"(2,1,0)",12.55
USA,2027,Forecast,-1959.92,-5816.06,1896.11,6284.58,8244.5,"(2,1,0)",12.55
USA,2028,Forecast,-1882.93,-6628.48,2862.62,6359.37,8242.3,"(2,1,0)",12.55
USA,2029,Forecast,-1828.16,-7400.82,3744.5,6413.24,8241.4,"(2,1,0)",12.55
USA,2030,Forecast,-1788.95,-8131.6,4553.69,6452.05,8241.0,"(2,1,0)",12.55
USA,2031,Forecast,6480.0,,,6480.0,0.0,"(2,1,0)",12.55
Venezuela,1971,Historical,1039.0,,,1039.0,0.0,"(1,1,1)",
Venezuela,1972,Historical,1026.0,,,1026.0,0.0,"(1,1,1)",
Venezuela,1973,Historical,1148.0,,,1148.0,0.0,"(1,1,1)",
Venezuela,1974,Historical,986.0,,,986.0,0.0,"(1,1,1)",
Venezuela,1975,Historical,613.0,,,613.0,0.0,"(1,1,1)",
Venezuela,1976,Historical,763.0,,,763.0,0.0,"(1,1,1)",
Venezuela,1977,Historical,645.0,,,645.0,0.0,"(1,1,1)",
Venezuela,1978,Historical,699.0,,,699.0,0.0,"(1,1,1)",
Venezuela,1979,Historical,690.0,,,690.0,0.0,"(1,1,1)",
Venezuela,1980,Historical,562.0,,,562.0,0.0,"(1,1,1)",
Venezuela,1981,Historical,478.0,,,478.0,0.0,"(1,1,1)",
Venezuela,1982,Historical,482.0,,,482.0,0.0,"(1,1,1)",
Venezuela,1983,Historical,475.0,,,475.0,0.0,"(1,1,1)",
Venezuela,1984,Historical,499.0,,,499.0,0.0,"(1,1,1)",
Venezuela,1985,Historical,527.0,,,527.0,0.0,"(1,1,1)",
Venezuela,1986,Historical,559.0,,,559.0,0.0,"(1,1,1)",
Venezuela,1987,Historical,475.0,,,475.0,0.0,"(1,1,1)",
Venezuela,1988,Historical,618.0,,,618.0,0.0,"(1,1,1)",
Venezuela,1989,Historical,652.0,,,652.0,0.0,"(1,1,1)",
Venezuela,1990,Historical,616.0,,,616.0,0.0,"(1,1,1)",
Venezuela,1991,Historical,713.0,,,713.0,0.0,"(1,1,1)",
Venezuela,1992,Historical,613.0,,,613.0,0.0,"(1,1,1)",
Venezuela,1993,Historical,615.0,,,615.0,0.0,"(1,1,1)",
Venezuela,1994,Historical,670.0,,,670.0,0.0,"(1,1,1)",
Venezuela,1995,Historical,700.0,,,700.0,0.0,"(1,1,1)",
Venezuela,1996,Historical,747.0,,,747.0,0.0,"(1,1,1)",
Venezuela,1997,Historical,780.0,,,780.0,0.0,"(1,1,1)",
Venezuela,1998,Historical,806.0,,,806.0,0.0,"(1,1,1)",
Venezuela,1999,Historical,754.0,,,754.0,0.0,"(1,1,1)",
Venezuela,2000,Historical,730.0,,,730.0,0.0,"(1,1,1)",
Venezuela,2001,Historical,694.0,,,694.0,0.0,"(1,1,1)",
Venezuela,2002,Historical,602.0,,,602.0,0.0,"(1,1,1)",
Venezuela,2003,Historical,456.0,,,456.0,0.0,"(1,1,1)",
Venezuela,2004,Historical,669.0,,,669.0,0.0,"(1,1,1)",
Venezuela,2005,Historical,721.0,,,721.0,0.0,"(1,1,1)",
Venezuela,2006,Historical,563.0,,,563.0,0.0,"(1,1,1)",
Venezuela,2007,Historical,593.0,,,593.0,0.0,"(1,1,1)",
Venezuela,2008,Historical,540.0,,,540.0,0.0,"(1,1,1)",
Venezuela,2009,Historical,548.0,,,548.0,0.0,"(1,1,1)",
Venezuela,2010,Historical,389.0,,,389.0,0.0,"(1,1,1)",
Venezuela,2011,Historical,519.0,,,519.0,0.0,"(1,1,1)",
Venezuela,2012,Historical,393.0,,,393.0,0.0,"(1,1,1)",
Venezuela,2013,Historical,319.0,,,319.0,0.0,"(1,1,1)",
Venezuela,2014,Historical,361.0,,,361.0,0.0,"(1,1,1)",
Venezuela,2015,Historical,358.0,,,358.0,0.0,"(1,1,1)",
Venezuela,2016,Historical,282.0,,,282.0,0.0,"(1,1,1)",
Venezuela,2017,Historical,234.73,,,234.73,0.0,"(1,1,1)",
Venezuela,2018,Historical,230.98,,,230.98,0.0,"(1,1,1)",
Venezuela,2019,Historical,122.28,,,122.28,0.0,"(1,1,1)",
Venezuela,2020,Historical,84.35,,,84.35,0.0,"(1,1,1)",
Venezuela,2021,Historical,75.5,,,75.5,0.0,"(1,1,1)",
Venezuela,2022,Historical,174.15,,,174.15,0.0,"(1,1,1)",
Venezuela,2023,Historical,142.8,,,142.8,0.0,"(1,1,1)",
Venezuela,2024,Historical,159.07,,,159.07,0.0,"(1,1,1)",
Venezuela,2025,Forecast,161.45,,,161.45,0.0,"(1,1,1)",33.65
Venezuela,2026,Forecast,163.75,,,163.75,0.0,"(1,1,1)",33.65
Venezuela,2027,Forecast,165.98,,,165.98,0.0,"(1,1,1)",33.65
Venezuela,2028,Forecast,168.14,,,168.14,0.0,"(1,1,1)",33.65
Venezuela,2029,Forecast,170.23,,,170.23,0.0,"(1,1,1)",33.65
Venezuela,2030,Forecast,172.25,,,172.25,0.0,"(1,1,1)",33.65
Venezuela,2031,Forecast,174.21,,,174.21,0.0,"(1,1,1)",33.65
