Country,Year,Type,Net_Trade,Net_CI_Low,Net_CI_High,Exports,Imports,Exports_Order,Imports_Order,Avg_MAPE
Singapore,1988,Historical,-422.0,,,655.0,1077.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1989,Historical,-406.0,,,677.0,1083.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1990,Historical,-467.0,,,740.0,1207.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1991,Historical,-504.0,,,755.0,1259.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1992,Historical,-548.0,,,813.0,1361.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1993,Historical,-616.0,,,880.0,1496.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1994,Historical,-652.0,,,961.0,1613.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1995,Historical,-587.0,,,981.0,1568.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1996,Historical,-648.0,,,1046.0,1694.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1997,Historical,-782.0,,,973.0,1755.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1998,Historical,-717.0,,,969.0,1686.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,1999,Historical,-728.0,,,940.0,1668.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2000,Historical,-751.0,,,845.0,1596.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2001,Historical,-813.0,,,840.0,1653.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2002,Historical,-786.0,,,907.0,1693.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2003,Historical,-844.0,,,980.0,1824.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2004,Historical,-1022.0,,,1082.0,2104.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2005,Historical,-852.0,,,1287.0,2139.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2006,Historical,-930.0,,,1341.0,2271.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2007,Historical,-967.0,,,1439.0,2406.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2008,Historical,-1088.0,,,1562.0,2650.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2009,Historical,-1190.0,,,1665.0,2855.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2010,Historical,-1191.0,,,1768.0,2959.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2011,Historical,-1164.0,,,1882.0,3046.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2012,Historical,-1264.0,,,1688.0,2952.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2013,Historical,-1314.0,,,1696.0,3010.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2014,Historical,-1275.0,,,1716.0,2991.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2015,Historical,-1382.0,,,1820.0,3202.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2016,Historical,-1435.0,,,1955.0,3390.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2017,Historical,-1543.37,,,2027.52,3570.89,"(0, 1, 2)","(0, 1, 2)",
Singapore,2018,Historical,-1515.07,,,1695.49,3210.56,"(0, 1, 2)","(0, 1, 2)",
Singapore,2019,Historical,-1471.72,,,1703.95,3175.66,"(0, 1, 2)","(0, 1, 2)",
Singapore,2020,Historical,-1424.59,,,1481.34,2905.93,"(0, 1, 2)","(0, 1, 2)",
Singapore,2021,Historical,-1370.45,,,1454.81,2825.26,"(0, 1, 2)","(0, 1, 2)",
Singapore,2022,Historical,-1444.24,,,1417.1,2861.34,"(0, 1, 2)","(0, 1, 2)",
Singapore,2023,Historical,-1500.52,,,1537.55,3038.07,"(0, 1, 2)","(0, 1, 2)",
Singapore,2024,Historical,0.0,,,0.0,0.0,"(0, 1, 2)","(0, 1, 2)",
Singapore,2025,Forecast,-1610.9,-1866.33,-1355.47,1526.96,3137.86,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2026,Forecast,-1543.78,-1956.76,-1130.8,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2027,Forecast,-1543.78,-2161.14,-926.41,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2028,Forecast,-1543.78,-2312.63,-774.93,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2029,Forecast,-1543.78,-2438.76,-648.79,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2030,Forecast,-1543.78,-2549.17,-538.39,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Singapore,2031,Forecast,-1543.78,-2648.59,-438.97,1650.45,3194.22,"(0, 1, 2)","(0, 1, 2)",4.11
Spain,1971,Historical,-668.0,,,87.0,755.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1972,Historical,-679.0,,,108.0,787.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1973,Historical,-815.0,,,87.0,902.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1974,Historical,-860.0,,,65.0,925.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1975,Historical,-829.0,,,52.0,881.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1976,Historical,-956.0,,,64.0,1020.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1977,Historical,-956.0,,,52.0,1008.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1978,Historical,-969.0,,,52.0,1021.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1979,Historical,-996.0,,,43.0,1039.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1980,Historical,-1001.0,,,64.0,1065.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1981,Historical,-981.0,,,63.0,1044.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1982,Historical,-873.0,,,200.0,1073.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1983,Historical,-865.0,,,227.0,1092.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1984,Historical,-792.0,,,237.0,1029.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1985,Historical,-802.0,,,205.0,1007.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1986,Historical,-787.0,,,285.0,1072.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1987,Historical,-849.0,,,232.0,1081.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1988,Historical,-931.0,,,261.0,1192.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1989,Historical,-976.0,,,230.0,1206.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1990,Historical,-994.0,,,243.0,1237.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1991,Historical,-1014.0,,,267.0,1281.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1992,Historical,-1064.0,,,247.0,1311.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1993,Historical,-1029.0,,,246.0,1275.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1994,Historical,-1108.0,,,227.0,1335.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1995,Historical,-1193.0,,,177.0,1370.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1996,Historical,-1175.0,,,169.0,1344.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1997,Historical,-1262.0,,,166.0,1428.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1998,Historical,-1360.0,,,185.0,1545.0,"(2, 1, 1)","(0, 1, 1)",
Spain,1999,Historical,-1395.0,,,148.0,1543.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2000,Historical,-1426.0,,,160.0,1586.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2001,Historical,-1462.0,,,136.0,1598.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2002,Historical,-1496.0,,,131.0,1627.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2003,Historical,-1509.0,,,147.0,1656.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2004,Historical,-1536.0,,,171.0,1707.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2005,Historical,-1592.0,,,179.0,1771.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2006,Historical,-1587.0,,,210.0,1797.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2007,Historical,-1590.0,,,224.0,1814.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2008,Historical,-1538.0,,,216.0,1754.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2009,Historical,-1415.0,,,238.0,1653.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2010,Historical,-1378.0,,,246.0,1624.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2011,Historical,-1326.0,,,276.0,1602.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2012,Historical,-1181.0,,,405.0,1586.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2013,Historical,-1119.0,,,452.0,1571.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2014,Historical,-1167.0,,,435.0,1602.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2015,Historical,-1216.0,,,472.0,1688.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2016,Historical,-1217.0,,,504.0,1721.0,"(2, 1, 1)","(0, 1, 1)",
Spain,2017,Historical,-1249.54,,,557.48,1807.02,"(2, 1, 1)","(0, 1, 1)",
Spain,2018,Historical,-1272.02,,,517.47,1789.49,"(2, 1, 1)","(0, 1, 1)",
Spain,2019,Historical,-1280.84,,,492.08,1772.91,"(2, 1, 1)","(0, 1, 1)",
Spain,2020,Historical,-1025.54,,,469.12,1494.66,"(2, 1, 1)","(0, 1, 1)",
Spain,2021,Historical,-1084.42,,,461.21,1545.63,"(2, 1, 1)","(0, 1, 1)",
Spain,2022,Historical,-1255.88,,,421.05,1676.93,"(2, 1, 1)","(0, 1, 1)",
Spain,2023,Historical,-1183.29,,,451.26,1634.55,"(2, 1, 1)","(0, 1, 1)",
Spain,2024,Historical,-1258.84,,,471.2,1730.04,"(2, 1, 1)","(0, 1, 1)",
Spain,2025,Forecast,-1254.32,-1386.9,-1121.74,484.34,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2026,Forecast,-1258.94,-1456.09,-1061.78,479.73,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2027,Forecast,-1252.75,-1501.96,-1003.55,485.91,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2028,Forecast,-1258.1,-1548.53,-967.66,480.57,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2029,Forecast,-1252.98,-1581.17,-924.79,485.68,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2030,Forecast,-1257.75,-1618.41,-897.08,480.92,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Spain,2031,Forecast,-1253.28,-1644.9,-861.65,485.39,1738.66,"(2, 1, 1)","(0, 1, 1)",7.92
Uae,1971,Historical,1019.0,,,1022.0,3.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1972,Historical,1153.0,,,1157.0,4.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1973,Historical,1472.0,,,1478.0,6.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1974,Historical,1611.0,,,1619.0,8.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1975,Historical,1621.0,,,1635.0,14.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1976,Historical,1853.0,,,1873.0,20.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1977,Historical,1902.0,,,1930.0,28.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1978,Historical,1739.0,,,1770.0,31.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1979,Historical,1738.0,,,1780.0,42.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1980,Historical,1555.0,,,1645.0,90.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1981,Historical,1381.0,,,1446.0,65.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1982,Historical,1134.0,,,1191.0,57.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1983,Historical,1101.0,,,1136.0,35.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1984,Historical,996.0,,,1033.0,37.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1985,Historical,909.0,,,970.0,61.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1986,Historical,1045.0,,,1122.0,77.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1987,Historical,1138.0,,,1234.0,96.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1988,Historical,1150.0,,,1289.0,139.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1989,Historical,1448.0,,,1604.0,156.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1990,Historical,1626.0,,,1790.0,164.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1991,Historical,1848.0,,,2072.0,224.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1992,Historical,2008.0,,,2227.0,219.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1993,Historical,1934.0,,,2162.0,228.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1994,Historical,1890.0,,,2129.0,239.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1995,Historical,1891.0,,,2135.0,244.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1996,Historical,1917.0,,,2117.0,200.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1997,Historical,2023.0,,,2250.0,227.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1998,Historical,2097.0,,,2324.0,227.0,"(1, 1, 0)","(1, 1, 1)",
Uae,1999,Historical,1989.0,,,2181.0,192.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2000,Historical,2304.0,,,2487.0,183.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2001,Historical,2065.0,,,2216.0,151.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2002,Historical,1943.0,,,2097.0,154.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2003,Historical,2231.0,,,2436.0,205.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2004,Historical,2415.0,,,2647.0,232.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2005,Historical,2474.0,,,2735.0,261.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2006,Historical,2592.0,,,2852.0,260.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2007,Historical,2527.0,,,2806.0,279.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2008,Historical,2543.0,,,2863.0,320.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2009,Historical,2232.0,,,2543.0,311.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2010,Historical,2452.0,,,2767.0,315.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2011,Historical,2829.0,,,3185.0,356.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2012,Historical,2987.0,,,3332.0,345.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2013,Historical,3123.0,,,3550.0,427.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2014,Historical,2765.0,,,3177.0,412.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2015,Historical,2928.0,,,3356.0,428.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2016,Historical,2904.0,,,3321.0,417.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2017,Historical,2939.46,,,3338.37,398.91,"(1, 1, 0)","(1, 1, 1)",
Uae,2018,Historical,2855.66,,,3276.52,420.86,"(1, 1, 0)","(1, 1, 1)",
Uae,2019,Historical,2960.09,,,3447.86,487.77,"(1, 1, 0)","(1, 1, 1)",
Uae,2020,Historical,2913.1,,,3493.03,579.93,"(1, 1, 0)","(1, 1, 1)",
Uae,2021,Historical,2865.81,,,3468.69,602.88,"(1, 1, 0)","(1, 1, 1)",
Uae,2022,Historical,3257.29,,,3884.07,626.78,"(1, 1, 0)","(1, 1, 1)",
Uae,2023,Historical,3087.94,,,3808.14,720.2,"(1, 1, 0)","(1, 1, 1)",
Uae,2024,Historical,0.0,,,0.0,0.0,"(1, 1, 0)","(1, 1, 1)",
Uae,2025,Forecast,3045.17,2766.74,3323.6,3798.65,753.49,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2026,Forecast,3011.48,2592.02,3430.93,3797.47,785.99,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2027,Forecast,2979.59,2450.36,3508.81,3797.32,817.73,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2028,Forecast,2948.57,2325.73,3571.41,3797.3,848.73,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2029,Forecast,2918.29,2211.72,3624.86,3797.3,879.0,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2030,Forecast,2888.72,2105.16,3672.29,3797.3,908.57,"(1, 1, 0)","(1, 1, 1)",17.59
Uae,2031,Forecast,2859.85,2004.22,3715.48,3797.3,937.45,"(1, 1, 0)","(1, 1, 1)",17.59
Usa,1971,Historical,-3691.0,,,225.0,3916.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1972,Historical,-4493.0,,,224.0,4717.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1973,Historical,-5943.0,,,232.0,6175.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1974,Historical,-5805.0,,,222.0,6027.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1975,Historical,-6174.0,,,196.0,6370.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1976,Historical,-7325.0,,,204.0,7529.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1977,Historical,-9020.0,,,252.0,9272.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1978,Historical,-8384.0,,,273.0,8657.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1979,Historical,-8324.0,,,308.0,8632.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1980,Historical,-6676.0,,,319.0,6995.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1981,Historical,-5743.0,,,368.0,6111.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1982,Historical,-4669.0,,,623.0,5292.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1983,Historical,-4651.0,,,581.0,5232.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1984,Historical,-5069.0,,,548.0,5617.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1985,Historical,-4677.0,,,593.0,5270.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1986,Historical,-5778.0,,,656.0,6434.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1987,Historical,-6237.0,,,648.0,6885.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1988,Historical,-6874.0,,,680.0,7554.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1989,Historical,-7450.0,,,736.0,8186.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1990,Historical,-7430.0,,,781.0,8211.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1991,Historical,-6956.0,,,893.0,7849.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1992,Historical,-7375.0,,,860.0,8235.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1993,Historical,-8088.0,,,907.0,8995.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1994,Historical,-8536.0,,,849.0,9385.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1995,Historical,-8355.0,,,842.0,9197.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1996,Historical,-8970.0,,,925.0,9895.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1997,Historical,-9650.0,,,1005.0,10655.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1998,Historical,-10229.0,,,948.0,11177.0,"(1, 1, 2)","(1, 1, 0)",
Usa,1999,Historical,-10390.0,,,943.0,11333.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2000,Historical,-10944.0,,,1039.0,11983.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2001,Historical,-11465.0,,,980.0,12445.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2002,Historical,-11111.0,,,1000.0,12111.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2003,Historical,-11852.0,,,1047.0,12899.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2004,Historical,-12722.0,,,1075.0,13797.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2005,Historical,-13164.0,,,1187.0,14351.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2006,Historical,-13015.0,,,1344.0,14359.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2007,Historical,-12629.0,,,1468.0,14097.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2008,Historical,-11686.0,,,1865.0,13551.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2009,Historical,-10249.0,,,2043.0,12292.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2010,Historical,-10032.0,,,2358.0,12390.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2011,Historical,-9055.0,,,2807.0,11862.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2012,Historical,-7708.0,,,2969.0,10677.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2013,Historical,-6707.0,,,3243.0,9950.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2014,Historical,-5216.0,,,4137.0,9353.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2015,Historical,-4861.0,,,4679.0,9540.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2016,Historical,-4912.0,,,5186.0,10098.0,"(1, 1, 2)","(1, 1, 0)",
Usa,2017,Historical,-3939.52,,,6276.88,10216.4,"(1, 1, 2)","(1, 1, 0)",
Usa,2018,Historical,-2515.54,,,7527.13,10042.67,"(1, 1, 2)","(1, 1, 0)",
Usa,2019,Historical,-779.67,,,8452.78,9232.45,"(1, 1, 2)","(1, 1, 0)",
Usa,2020,Historical,425.08,,,8416.93,7991.85,"(1, 1, 2)","(1, 1, 0)",
Usa,2021,Historical,-62.73,,,8479.82,8542.55,"(1, 1, 2)","(1, 1, 0)",
Usa,2022,Historical,1090.15,,,9455.56,8365.41,"(1, 1, 2)","(1, 1, 0)",
Usa,2023,Historical,1514.09,,,10109.87,8595.78,"(1, 1, 2)","(1, 1, 0)",
Usa,2024,Historical,2005.05,,,10388.97,8383.92,"(1, 1, 2)","(1, 1, 0)",
Usa,2025,Forecast,2504.56,1405.7,3603.43,10803.05,8298.49,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2026,Forecast,2990.06,982.31,4997.8,11254.09,8264.04,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2027,Forecast,3445.09,687.0,6203.18,11695.23,8250.14,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2028,Forecast,3882.15,461.4,7302.91,12126.69,8244.54,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2029,Forecast,4306.4,280.48,8332.33,12548.69,8242.28,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2030,Forecast,4720.05,128.32,9311.77,12961.41,8241.37,"(1, 1, 2)","(1, 1, 0)",10.48
Usa,2031,Forecast,5124.08,-5.6,10253.77,13365.09,8241.0,"(1, 1, 2)","(1, 1, 0)",10.48
